"Reporting Starts","Reporting Ends","Ad Set Name","Ad Set ID",Impressions,"CPM (Cost per 1,000 Impressions) (USD)","CTR (Link Click-Through Rate)","Link Clicks","CPC (Cost per Link Click) (USD)","Landing Page Views",Budget,"Budget Type","Amount Spent (USD)","Website Purchases","Cost per Purchase (USD)","Website Purchase ROAS (Return on Ad Spend)","Website Purchases Conversion Value"
2018-02-26,2018-02-26,"UK_3T_0225_allbackers5% - HvsW - Copy",23842720707920761,2007,11.31041355,1.2456402590932,25,0.908,22,40,Daily,22.7,,,,
2018-02-26,2018-02-26,"DE_3T_0224_ HvsW",23842720460090761,4963,11.8134193,0.96715696151521,48,1.22145833,38,75,Daily,58.63,2,29.315,1.67149923,98
2018-02-26,2018-02-26,"otherEU_3T_0225_ERLADCT5% - HvsW - Copy",23842720707860761,1645,10.52887538,0.54711246200608,9,1.92444444,9,40,Daily,17.32,,,,
2018-02-26,2018-02-26,AllBackers3%_AUS_0224,23842721365390761,296,24.39189189,1.3513513513514,4,1.805,4,40,Daily,7.22,,,,
2018-02-26,2018-02-26,Israel_OldADCT_IDKS_0216,23842713865260761,2,5,,,,,40,Daily,0.01,,,,
2018-02-26,2018-02-26,"FR_3T_0225_vinci2%_desktop - Copy",23842720708120761,1242,11.66666667,0.96618357487923,12,1.2075,10,30,Daily,14.49,,,,
2018-02-26,2018-02-26,"otherEU_3T_0224_ HvsW",23842720460120761,4657,8.00085892,0.8803951041443,41,0.90878049,34,40,Daily,37.26,,,,
2018-02-26,2018-02-26,"US_3T_0226_LocalBackers1-2% - dingshi",23842721193080761,701,21.42653352,0.85592011412268,6,2.50333333,5,400,Lifetime,15.02,,,,
2018-02-26,2018-02-26,"Survey_AUS_0224  2",23842721365510761,384,22.5,1.0416666666667,4,2.16,3,40,Daily,8.64,,,,
2018-02-26,2018-02-26,"UK_3T_0224_vinci2%_MB_android - HvsW",23842720393770761,4815,8.65835929,1.0384215991693,50,0.8338,32,75,Daily,41.69,2,20.845,2.35068362,98
2018-02-26,2018-02-26,"UK_3T_0224 - HvsW",23842720393880761,3002,7.42838108,0.66622251832112,20,1.115,15,40,Daily,22.3,,,,
2018-02-26,2018-02-26,"FR_3T_0225_LocalBackers5% - HvsW - Copy",23842720707930761,2171,9.85260249,1.0594196222939,23,0.93,18,40,Daily,21.39,1,21.39,2.29079009,49
2018-02-26,2018-02-26,"OldPurchase_AUS_0224  3",23842721365400761,349,23.5243553,2.5787965616046,9,0.91222222,7,40,Daily,8.21,,,,
2018-02-26,2018-02-26,"US_3T_0225_allbackers5% - HvsW - Copy",23842720707960761,1721,12.49854736,1.2202208018594,21,1.02428571,21,40,Daily,21.51,,,,
2018-02-26,2018-02-26,"otherEU_3T_0226_ Copy",23842721157730761,2295,8.8453159,1.0457516339869,24,0.84583333,21,40,Daily,20.3,1,20.3,2.4137931,49
2018-02-26,2018-02-26,PT_onlineshopping_0226_,23842721352280761,24,0.83333333,,,,,30,Daily,0.02,,,,
2018-02-26,2018-02-26,"AllBackers3%_AUS_0224  2",23842721365410761,303,23.82838284,0.66006600660066,2,3.61,3,40,Daily,7.22,,,,
2018-02-26,2018-02-26,MY_3T_0223_vinci1%,23842719757290761,3540,3.17514124,0.33898305084746,12,0.93666667,6,30,Daily,11.24,,,,
2018-02-26,2018-02-26,"DE_3T_0226_ dingshi - dingshi",23842721194020761,414,16.30434783,1.207729468599,5,1.35,4,400,Lifetime,6.75,,,,
2018-02-26,2018-02-26,CA_onlineshopping_0226_,23842721352250761,618,9.49838188,1.7799352750809,11,0.53363636,9,30,Daily,5.87,,,,
2018-02-26,2018-02-26,Allbackers_CA_0224-WW1%,23842721365520761,393,12.92620865,1.2722646310433,5,1.016,4,30,Daily,5.08,,,,
2018-02-26,2018-02-26,UK_3T_0226_vinci2%_MB_android,23842721150310761,1752,10.57648402,0.9703196347032,17,1.09,13,40,Daily,18.53,,,,
2018-02-26,2018-02-26,"otherEU_3T_0226_ dingshi - dingshi",23842721194100761,713,10.54698457,0.70126227208976,5,1.504,3,400,Lifetime,7.52,,,,
2018-02-26,2018-02-26,MY_3T_0223_ERLADCT5%,23842719815650761,3,3.33333333,,,,,30,Daily,0.01,,,,
2018-02-26,2018-02-26,AllBackers4%_AUS_0224,23842721365430761,255,28.2745098,1.5686274509804,4,1.8025,2,40,Daily,7.21,,,,
2018-02-26,2018-02-26,UK_3T_0226_allbackers5%,23842721150330761,1136,15.01760563,0.35211267605634,4,4.265,4,40,Daily,17.06,,,,
2018-02-26,2018-02-26,"DE_3T_0225_ HvsW - Copy",23842720708090761,2141,9.38346567,1.1676786548342,25,0.8036,22,40,Daily,20.09,,,,
2018-02-26,2018-02-26,"otherEU2_3T_0226_ERLADCT5%  2 - dingshi",23842721194120761,1470,4.82993197,0.74829931972789,11,0.64545455,10,400,Lifetime,7.1,,,,
2018-02-26,2018-02-26,"OldPurchase_AUS_0224  5",23842721365490761,293,26.89419795,1.3651877133106,4,1.97,5,40,Daily,7.88,,,,
2018-02-26,2018-02-26,"UK_3T_0225_vinci2%_desktop - Copy",23842720708010761,1038,16.08863198,0.77071290944123,8,2.0875,8,30,Daily,16.7,,,,
2018-02-26,2018-02-26,"DE_3T_0224_ HvsW",23842720460160761,3984,9.48293173,1.1044176706827,44,0.85863636,45,40,Daily,37.78,,,,
2018-02-26,2018-02-26,"FR_3T_0224_LocalBackers5% - HvsW",23842720396150761,2276,9.31898067,1.1862917398946,27,0.78555556,19,40,Daily,21.21,,,,
2018-02-26,2018-02-26,AllBackers2%_AUS_0224,23842721365420761,327,27.09480122,2.4464831804281,8,1.1075,7,40,Daily,8.86,,,,
2018-02-26,2018-02-26,"US_3T_0225_allbackers1% - HvsW - Copy",23842720707870761,2428,12.30230643,1.0296540362438,25,1.1948,20,40,Daily,29.87,1,29.87,1.64044191,49
2018-02-26,2018-02-26,"otherEU_3T_0225_ HvsW - Copy",23842720708030761,5694,6.71584124,0.77274323849666,44,0.86909091,43,40,Daily,38.24,,,,
2018-02-26,2018-02-26,"US_3T_0224_ERLADCT5%_ios - HvsW",23842720393660761,1568,13.60331633,1.530612244898,24,0.88875,21,40,Daily,21.33,,,,
2018-02-26,2018-02-26,"Survey_AUS_0224  4",23842721365500761,325,28.8,2.1538461538462,7,1.33714286,5,40,Daily,9.36,,,,
2018-02-26,2018-02-26,MY_3T_0223_vinci4%_MB_ios,23842719777290761,15,1.33333333,,,,,30,Daily,0.02,,,,
2018-02-26,2018-02-26,"otherEU_3T_0225_ HvsW - Copy",23842720707890761,3040,6.38486842,1.2171052631579,37,0.52459459,38,40,Daily,19.41,,,,
2018-02-26,2018-02-26,"Surveryemail_TH_0226-dingshi - asia1%",23842721240250761,5952,3.24764785,0.63844086021505,38,0.50868421,30,350,Lifetime,19.33,,,,
2018-02-26,2018-02-26,"Survey_AUS_0224  3",23842721365530761,385,23.03896104,1.5584415584416,6,1.47833333,7,40,Daily,8.87,,,,
2018-02-26,2018-02-26,"UK_3T_0225_vinci1%_MB - Copy",23842720708100761,1144,14.42307692,2.0104895104895,23,0.7173913,17,30,Daily,16.5,,,,
2018-02-26,2018-02-26,"otherEU_3T_0224_ HvsW",23842720460110761,4747,7.84495471,1.158626500948,55,0.67709091,45,40,Daily,37.24,,,,
2018-02-26,2018-02-26,"US_3T_0225_ERLADCT5%_Android - HvsW - Copy",23842720707940761,1211,18.84393064,2.1469859620149,26,0.87769231,19,40,Daily,22.82,,,,
2018-02-26,2018-02-26,Asia_onlineshopping_0226,23842721352150761,1596,5.13784461,0.87719298245614,14,0.58571429,11,30,Daily,8.2,,,,
2018-02-26,2018-02-26,"UK_3T_0225_vinci2%_MB_ios - Copy",23842720708080761,1271,13.08418568,1.3375295043273,17,0.97823529,15,30,Daily,16.63,,,,
2018-02-26,2018-02-26,"otherEU_3T_0226_ Copy",23842721157710761,1928,10.58609959,0.88174273858921,17,1.20058824,17,40,Daily,20.41,2,10.205,4.80156786,98
2018-02-26,2018-02-26,ES_3T_0226_ERLADCT5%,23842721150320761,2225,6.38202247,0.62921348314607,14,1.01428571,11,30,Daily,14.2,,,,
2018-02-26,2018-02-26,"UK_3T_0226_allbackers5% - dingshi",23842721194080761,462,15.02164502,1.0822510822511,5,1.388,3,400,Lifetime,6.94,,,,
2018-02-26,2018-02-26,DE_3T_0226_,23842721150280761,1518,13.12911726,1.4492753623188,22,0.90590909,16,40,Daily,19.93,,,,
2018-02-26,2018-02-26,US_3T_0223_ERLADCT5%,23842719815740761,2250,16.51111111,1.4222222222222,32,1.1609375,22,55,Daily,37.15,,,,
2018-02-26,2018-02-26,"IT_3T_0225_vinci2%_MB_android - Copy",23842720708050761,3455,4.1186686,1.013024602026,35,0.40657143,22,30,Daily,14.23,,,,
2018-02-26,2018-02-26,"norway_3T_0222_iphone - Copy",23842720707980761,1212,12.97854785,1.4851485148515,18,0.87388889,16,30,Daily,15.73,,,,
2018-02-26,2018-02-26,"IT_3T_0224_ERLADCT5% - HvsW",23842720446260761,11182,5.02414595,0.85852262564836,96,0.58520833,76,75,Daily,56.18,,,,
2018-02-26,2018-02-26,"UK_3T_0225_vinci2%_MB_android - Copy",23842720708110761,1721,9.64555491,1.6850668216153,29,0.57241379,22,30,Daily,16.6,,,,
2018-02-26,2018-02-26,"DE_3T_0224_ HvsW",23842720460150761,2482,8.5012087,1.5310233682514,38,0.55526316,34,40,Daily,21.1,2,10.55,4.64454976,98
2018-02-26,2018-02-26,TW_onlineshopping_0226,23842721352340761,3140,2.58280255,1.687898089172,53,0.15301887,44,30,Daily,8.11,,,,
2018-02-26,2018-02-26,MY_3T_0222_allbackers5%,23842718307120761,11820,2.75211506,0.47377326565144,56,0.58089286,37,55,Daily,32.53,1,32.53,1.50630188,49
2018-02-26,2018-02-26,"otherEU_3T_0226_ dingshi - dingshi",23842721194110761,714,10.04201681,0.98039215686275,7,1.02428571,6,400,Lifetime,7.17,,,,
2018-02-26,2018-02-26,"IT_3T_0225_ERLADCT5% - HvsW - Copy",23842720707910761,3777,5.35345512,1.0060894890124,38,0.53210526,31,40,Daily,20.22,,,,
2018-02-26,2018-02-26,"US_3T_0224_allbackers1% - HvsW",23842720393760761,3690,13.85365854,1.1382113821138,42,1.21714286,38,75,Daily,51.12,2,25.56,5.04694836,258
2018-02-26,2018-02-26,"DE_3T_0225_ HvsW - Copy",23842720708150761,2115,9.27659574,1.3238770685579,28,0.70071429,24,40,Daily,19.62,,,,
2018-02-26,2018-02-26,"TW_onlineshopping_0226_ - iphone  2",23842721352350761,45,1.11111111,,,,,30,Daily,0.05,,,,
2018-02-26,2018-02-26,"UK_3T_0226_vinci2%_MB_android - dingshi",23842721194070761,662,11.17824773,1.8126888217523,12,0.61666667,12,400,Lifetime,7.4,,,,
2018-02-26,2018-02-26,"IT_3T_0224_ HvsW",23842720460130761,4239,3.76267988,0.54258079735787,23,0.69347826,13,40,Daily,15.95,,,,
2018-02-26,2018-02-26,"US_3T_0226_ERLADCT5%_ios  2 - dingshi",23842721193100761,796,19.44723618,1.2562814070352,10,1.548,9,400,Lifetime,15.48,,,,
2018-02-26,2018-02-26,"UK_3T_0224_allbackers5% - HvsW",23842720393720761,4959,11.54264973,0.76628352490421,38,1.50631579,33,75,Daily,57.24,2,28.62,1.71208945,98
2018-02-26,2018-02-26,"DE_3T_0226_ Copy",23842721157720761,1577,12.57450856,1.2682308180089,20,0.9915,17,40,Daily,19.83,,,,
2018-02-26,2018-02-26,"otherEU2_3T_0226_ERLADCT5%  2",23842721150340761,5125,3.97658537,0.64390243902439,33,0.61757576,23,40,Daily,20.38,,,,
2018-02-26,2018-02-26,"otherEU_3T_0225_ HvsW - Copy",23842720708040761,4544,8.29225352,1.012323943662,46,0.81913043,39,40,Daily,37.68,1,37.68,1.30042463,49
2018-02-26,2018-02-26,"US_3T_0224_LocalBackers5% - HvsW",23842720396130761,5,46,,,,,40,Daily,0.23,,,,
2018-02-26,2018-02-26,"DE_3T_0226_ - dingshi",23842721194030761,461,15.40130152,1.0845986984816,5,1.42,,400,Lifetime,7.1,,,,
2018-02-26,2018-02-26,ES_onlineshopping_0226_,23842721352180761,1914,4.39393939,0.9926854754441,19,0.44263158,12,30,Daily,8.41,1,8.41,5.82639715,49
2018-02-26,2018-02-26,"Surveryemail_MY_0226-dingshi - WW3%",23842721240260761,7590,2.34782609,0.48748353096179,37,0.48162162,23,350,Lifetime,17.82,,,,
2018-02-26,2018-02-26,"US_3T_0225_ERLADCT5% - Copy",23842720707850761,987,16.5248227,1.4184397163121,14,1.165,12,30,Daily,16.31,,,,
2018-02-26,2018-02-26,"AU_onlineshopping_0226 - MB",23842721383840761,449,9.66592428,1.7817371937639,8,0.5425,6,30,Daily,4.34,,,,
2018-02-26,2018-02-26,"otherEU_3T_0224_ERLADCT5% - HvsW",23842720446800761,5612,10.32430506,1.3364219529579,75,0.77253333,60,75,Daily,57.94,3,19.31333333,2.53710735,147
2018-02-26,2018-02-26,"US_3T_0225_ERLADCT5%_ios - HvsW - Copy",23842720707970761,2904,13.53650138,1.7217630853994,50,0.7862,47,40,Daily,39.31,4,9.8275,4.98600865,196
2018-02-26,2018-02-26,"US_3T_0226_ERLADCT5%_ios  2",23842721150350761,756,17.16931217,1.1904761904762,9,1.44222222,8,40,Daily,12.98,,,,
2018-02-26,2018-02-26,MY_3T_0223_ERLADCT5%,23842719815640761,13218,2.52534423,0.33287940686942,44,0.75863636,29,30,Daily,33.38,1,33.38,1.46794488,49
2018-02-26,2018-02-26,Latin_onlineshopping_0219,23842721352260761,4340,1.56682028,1.0599078341014,46,0.14782609,26,30,Daily,6.8,,,,
2018-02-26,2018-02-26,otherEU_3T_0226_ERLADCT5%,23842721150300761,2253,9.0590324,0.88770528184643,20,1.0205,14,40,Daily,20.41,,,,
2018-02-26,2018-02-26,"US_3T_0224_ERLADCT5% - HvsW",23842720393810761,1114,15.44883303,1.0771992818671,12,1.43416667,10,40,Daily,17.21,,,,
2018-02-26,2018-02-26,"DE_3T_0225_ERLADCT5% - HvsW - Copy",23842720708130761,1763,10.99262621,2.0986954055587,37,0.52378378,30,40,Daily,19.38,,,,
2018-02-26,2018-02-26,US_3T_0226_LocalBackers1-2%,23842721150270761,532,23.98496241,0.93984962406015,5,2.552,4,40,Daily,12.76,,,,
2018-02-26,2018-02-26,"IT_3T_0224_ERLADCT5% - HvsW",23842720447830761,5663,5.11213138,0.97121666960975,55,0.52636364,43,40,Daily,28.95,,,,
2018-02-26,2018-02-26,ES_3T_0223_ERLADCT5%,23842719815590761,1896,6.58227848,0.79113924050633,15,0.832,12,30,Daily,12.48,,,,
2018-02-26,2018-02-26,"IT_3T_0226_ERLADCT5% - Copy",23842721157760761,4148,4.79026037,0.45805207328833,19,1.04578947,12,40,Daily,19.87,,,,
2018-02-26,2018-02-26,US_3T_0223_ERLADCT5%_Android,23842719815720761,1029,14.88824101,2.2351797862002,23,0.66608696,21,30,Daily,15.32,,,,
2018-02-26,2018-02-26,"US_3T_0226_ERLADCT5% - Copy",23842721157770761,865,16.53179191,1.5028901734104,13,1.1,13,40,Daily,14.3,,,,
2018-02-26,2018-02-26,RU_onlineshopping_0226,23842721352240761,1877,4.1662227,1.2253596164092,23,0.34,20,30,Daily,7.82,,,,
2018-02-26,2018-02-26,"Surveryemail_MY_0226-dingshi 2",23842721240340761,5998,2.76925642,0.66688896298766,40,0.41525,29,350,Lifetime,16.61,,,,
2018-02-26,2018-02-26,"ES_3T_0225_ERLADCT5% - Copy",23842720708000761,2077,7.51083293,1.5406836783823,32,0.4875,26,30,Daily,15.6,,,,
2018-02-26,2018-02-26,"ES_3T_0226_ERLADCT5% - Copy",23842721157750761,1742,8.14006889,0.5166475315729,9,1.57555556,7,30,Daily,14.18,,,,
2018-02-26,2018-02-26,"US_3T_0224_ERLADCT5%_Android - HvsW",23842720393630761,1296,16.92901235,1.5432098765432,20,1.097,14,40,Daily,21.94,,,,
2018-02-26,2018-02-26,"AU_onlineshopping_0226 - 2",23842721352270761,453,12.49448124,0.44150110375276,2,2.83,,30,Daily,5.66,,,,
2018-02-26,2018-02-26,"ES_3T_0224_ERLADCT5% - HvsW",23842720393600761,4181,5.26429084,1.435063381966,60,0.36683333,44,40,Daily,22.01,,,,
2018-02-26,2018-02-26,"US_3T_0225_ERLADCT5%_Android - Copy",23842720707990761,922,18.05856833,2.060737527115,19,0.87631579,17,30,Daily,16.65,,,,
2018-02-26,2018-02-26,"US_3T_0226_ERLADCT5% - dingshi 2",23842721193070761,999,15.65565566,1.4014014014014,14,1.11714286,12,400,Lifetime,15.64,,,,
2018-02-26,2018-02-26,"US_3T_0224_LocalBackers1-2% - HvsW",23842720396080761,3151,17.15963186,1.0472865756903,33,1.63848485,32,75,Daily,54.07,2,27.035,1.81246532,98
2018-02-26,2018-02-26,"Surveryemail_PH_0226-dingshi 2",23842721240330761,10280,1.60214008,0.61284046692607,63,0.26142857,32,350,Lifetime,16.47,,,,
2018-02-26,2018-02-26,"ES_3T_0226_ERLADCT5% - dingshi 2",23842721194050761,888,7.56756757,0.56306306306306,5,1.344,3,400,Lifetime,6.72,,,,
2018-02-26,2018-02-26,"otherEU_3T_0225_ERLADCT5% - HvsW - Copy",23842720708070761,1956,8.93149284,1.0736196319018,21,0.83190476,19,40,Daily,17.47,,,,
2018-02-26,2018-02-26,IT_3T_0226_ERLADCT5%,23842721150290761,4275,4.6877193,0.51461988304094,22,0.91090909,14,40,Daily,20.04,,,,
2018-02-26,2018-02-26,Surveryemail_PH_0226-dingshi,23842721240230761,10692,1.53479237,0.3741114852226,40,0.41025,18,350,Lifetime,16.41,,,,
2018-02-26,2018-02-26,"otherEU_3T_0226_ERLADCT5% - dingshi",23842721194090761,656,10.83841463,0.76219512195122,5,1.422,5,400,Lifetime,7.11,,,,
2018-02-26,2018-02-26,"AU_onlineshopping_0226 - desktop",23842721383850761,239,16.9874477,,,,,30,Daily,4.06,,,,
2018-02-26,2018-02-26,"IT_3T_0225_ERLADCT5% - HvsW - Copy",23842720707900761,3799,5.26191103,1.000263227165,38,0.52605263,28,40,Daily,19.99,1,19.99,2.45122561,49
2018-02-26,2018-02-26,"otherEU2_3T_0225_ERLADCT5% - HvsW - Copy",23842720708060761,17313,3.38127419,0.86062496389996,149,0.39288591,108,75,Daily,58.54,2,29.27,1.67406901,98
2018-02-25,2018-02-25,Surveryemail2%_UK_0219,23842715148970761,4511,11.2480603,1.241409886943,56,0.90607143,55,50,Daily,50.74,3,16.91333333,3.19274734,162
2018-02-25,2018-02-25,Macau_headphone_0210,23842714810620761,1390,3.07913669,0.86330935251799,12,0.35666667,10,40,Daily,4.28,,,,
2018-02-25,2018-02-25,"UK_3T_0225_vinci2%_desktop - Copy",23842720708010761,829,17.20144753,0.48250904704463,4,3.565,4,30,Daily,14.26,1,14.26,3.43618513,49
2018-02-25,2018-02-25,"DE_3T_0225_ HvsW - Copy",23842720708090761,1870,11.13368984,1.3903743315508,26,0.80076923,24,40,Daily,20.82,,,,
2018-02-25,2018-02-25,MY_3T_0223_ERLADCT5%,23842719815640761,1527,1.9908317,0.45841519318926,7,0.43428571,5,30,Daily,3.04,,,,
2018-02-25,2018-02-25,Surveryemail_UK_0219,23842715148720761,5067,10.00789422,1.4406946911387,73,0.69465753,68,50,Daily,50.71,1,50.71,0.96627884,49
2018-02-25,2018-02-25,"Israel_IDKS_0216 - Copy",23842715612580761,13,3.07692308,,,,,40,Daily,0.04,,,,
2018-02-25,2018-02-25,"FR_3T_0224_vinci2%_desktop - HvsW",23842720393850761,2128,9.53477444,0.23496240601504,5,4.058,4,40,Daily,20.29,,,,
2018-02-25,2018-02-25,"otherEU_3T_0225_ HvsW - Copy",23842720708030761,2486,8.49959775,0.88495575221239,22,0.96045455,15,40,Daily,21.13,2,10.565,4.63795551,98
2018-02-25,2018-02-25,PH_3T_0223_ERLADCT5%,23842719815610761,5629,1.87955232,0.81719666015278,46,0.23,19,30,Daily,10.58,,,,
2018-02-25,2018-02-25,"Surveryemail_PH_0219 - asia2%",23842715151250761,31119,1.79568752,0.55593046049038,173,0.32300578,82,55,Daily,55.88,,,,
2018-02-25,2018-02-25,UAE_IDKS_iphone_0130,23842714810700761,8,5,,,,,40,Daily,0.04,,,,
2018-02-25,2018-02-25,"US_3T_0225_allbackers1% - HvsW - Copy",23842720707870761,989,13.77148635,1.7189079878665,17,0.80117647,17,40,Daily,13.62,,,,
2018-02-25,2018-02-25,MY_3T_0222_iphone,23842718322200761,2902,3.14266023,0.75809786354238,22,0.41454545,17,30,Daily,9.12,,,,
2018-02-25,2018-02-25,"otherEU_3T_0224_ERLADCT5% - HvsW",23842720446800761,4431,9.26427443,1.1284134506883,50,0.821,42,75,Daily,41.05,2,20.525,4.3361754,178
2018-02-25,2018-02-25,UAE_engaged_0130,23842704929160761,12,3.33333333,,,,,30,Daily,0.04,,,,
2018-02-25,2018-02-25,"UK_3T_0225_vinci2%_MB_android - Copy",23842720708110761,1184,12.3902027,1.8581081081081,22,0.66681818,15,30,Daily,14.67,,,,
2018-02-25,2018-02-25,NZ_3T_0222_iphone,23842718322260761,45,5.11111111,,,,,30,Daily,0.23,,,,
2018-02-25,2018-02-25,"IT_3T_0224_ERLADCT5% - HvsW",23842720447830761,7840,5.1505102,0.91836734693878,72,0.56083333,56,40,Daily,40.38,2,20.19,2.42694403,98
2018-02-25,2018-02-25,UAE_IDKS_0130,23842714810720761,2941,5.18531112,1.3260795647739,39,0.39102564,34,40,Daily,15.25,,,,
2018-02-25,2018-02-25,UK_3T_0223_vinci2%_MB_android,23842719757180761,2948,10.42062415,1.1872455902307,35,0.87771429,25,30,Daily,30.72,1,30.72,1.59505208,49
2018-02-25,2018-02-25,"US_3T_0224 - HvsW",23842720460070761,2498,9.45556445,1.1609287429944,29,0.81448276,27,40,Daily,23.62,,,,
2018-02-25,2018-02-25,"otherEU_3T_0225_ERLADCT5% - HvsW - Copy",23842720707860761,1951,11.03536648,1.0251153254741,20,1.0765,16,40,Daily,21.53,1,21.53,2.2758941,49
2018-02-25,2018-02-25,Israel_OldADCT_IDKS_0216,23842713865260761,15,4,,,,,40,Daily,0.06,,,,
2018-02-25,2018-02-25,"US_3T_0224_allbackers5% - HvsW",23842720393750761,1592,15.20728643,1.4447236180905,23,1.0526087,21,40,Daily,24.21,,,,
2018-02-25,2018-02-25,"norway_3T_0222_iphone - Copy",23842720707980761,1031,14.45198836,0.96993210475267,10,1.49,9,30,Daily,14.9,,,,
2018-02-25,2018-02-25,"US_3T_0225_ERLADCT5% - Copy",23842720707850761,744,14.15322581,1.6129032258065,12,0.8775,13,30,Daily,10.53,,,,
2018-02-25,2018-02-25,MY_3T_0222_allbackers5%,23842718307120761,80,1.75,2.5,2,0.07,1,55,Daily,0.14,,,,
2018-02-25,2018-02-25,"MY_3T_0224 - HvsW",23842720393680761,4893,3.13509095,0.73574494175353,36,0.42611111,25,40,Daily,15.34,,,,
2018-02-25,2018-02-25,"US_3T_0224_LocalBackers5% - HvsW",23842720396070761,2946,13.61167685,1.1201629327902,33,1.21515152,35,40,Daily,40.1,1,40.1,1.22194514,49
2018-02-25,2018-02-25,"UK_3T_0224_vinci1%_MB - HvsW",23842720393840761,3062,13.25930764,1.3389941214892,41,0.9902439,33,40,Daily,40.6,1,40.6,1.20689655,49
2018-02-25,2018-02-25,"norway_3T_0224_ios - HvsW",23842720393570761,1171,16.6353544,1.1955593509821,14,1.39142857,9,40,Daily,19.48,,,,
2018-02-25,2018-02-25,"DE_3T_0225_ERLADCT5% - HvsW - Copy",23842720708130761,1831,11.89513927,1.3107591480066,24,0.9075,20,40,Daily,21.78,,,,
2018-02-25,2018-02-25,"US_3T_0225_allbackers5% - HvsW - Copy",23842720707960761,949,15.25816649,3.1612223393045,30,0.48266667,29,40,Daily,14.48,1,14.48,3.3839779,49
2018-02-25,2018-02-25,MY_3T_0222,23842718305040761,3980,3.18844221,0.7035175879397,28,0.45321429,20,30,Daily,12.69,,,,
2018-02-25,2018-02-25,"otherEU_3T_0224_ERLADCT5% - HvsW",23842720447810761,5077,8.00078787,1.3393736458539,68,0.59735294,60,40,Daily,40.62,1,40.62,1.20630231,49
2018-02-25,2018-02-25,MY_3T_0223_vinci1%,23842719757260761,9139,3.11193785,0.56899004267425,52,0.54692308,21,30,Daily,28.44,,,,
2018-02-25,2018-02-25,MY_3T_0222_android,23842718305060761,3376,2.77547393,0.79976303317536,27,0.34703704,21,30,Daily,9.37,,,,
2018-02-25,2018-02-25,PH_3T_0223_ERLADCT5%,23842719815600761,5487,1.90267906,0.74722070348096,41,0.25463415,18,30,Daily,10.44,,,,
2018-02-25,2018-02-25,MY_3T_0223_vinci1%,23842719757290761,248,2.33870968,1.2096774193548,3,0.19333333,2,30,Daily,0.58,,,,
2018-02-25,2018-02-25,"otherEU_3T_0225_ HvsW - Copy",23842720707890761,2942,7.16859279,0.98572399728076,29,0.72724138,29,40,Daily,21.09,,,,
2018-02-25,2018-02-25,"US_3T_0224_LocalBackers5% - HvsW",23842720396130761,9,27.77777778,,,,,40,Daily,0.25,,,,
2018-02-25,2018-02-25,"TW_3T_0224_vinci4%_MB_ios - HvsW",23842720393820761,5927,6.82976211,1.0798042854733,64,0.6325,56,40,Daily,40.48,,,,
2018-02-25,2018-02-25,"JP_3T_0224_ios - HvsW",23842720393730761,996,14.23694779,0.90361445783133,9,1.57555556,8,40,Daily,14.18,,,,
2018-02-25,2018-02-25,"FR_3T_0224_LocalBackers5% - HvsW",23842720396090761,4501,9.00688736,0.73317040657632,33,1.22848485,26,40,Daily,40.54,,,,
2018-02-25,2018-02-25,"UK_3T_0225_vinci2%_MB_ios - Copy",23842720708080761,1021,13.76101861,0.9794319294809,10,1.405,10,30,Daily,14.05,,,,
2018-02-25,2018-02-25,"IT_3T_0224_ HvsW",23842720460130761,5039,4.09803532,0.87318912482635,44,0.46931818,36,40,Daily,20.65,1,20.65,2.37288136,49
2018-02-25,2018-02-25,US_3T_0223_ERLADCT5%_ios,23842719834650761,1092,15.65018315,1.2820512820513,14,1.22071429,13,30,Daily,17.09,,,,
2018-02-25,2018-02-25,UK_3T_0223_vinci2%_desktop,23842719773700761,973,16.7934224,0.20554984583762,2,8.17,1,30,Daily,16.34,,,,
2018-02-25,2018-02-25,"otherEU_3T_0224_ HvsW",23842720460120761,5721,7.1298724,0.97884985142458,56,0.72839286,49,40,Daily,40.79,1,40.79,1.56901201,64
2018-02-25,2018-02-25,"ES_3T_0224_ERLADCT5% - HvsW",23842720393860761,5603,7.24968767,1.249330715688,70,0.58028571,54,40,Daily,40.62,,,,
2018-02-25,2018-02-25,"US_3T_0224_vinci3% - HvsW",23842720393670761,1643,14.88131467,1.9476567255021,32,0.7640625,28,40,Daily,24.45,,,,
2018-02-25,2018-02-25,"ES_3T_0224_android - HvsW",23842720393640761,3761,5.22201542,1.3028449880351,49,0.40081633,32,40,Daily,19.64,1,19.64,2.49490835,49
2018-02-25,2018-02-25,ES_3T_0223_ERLADCT5%,23842719815590761,4559,6.68128976,1.2283395481465,56,0.54392857,43,30,Daily,30.46,,,,
2018-02-25,2018-02-25,"UK_3T_0225_vinci1%_MB - Copy",23842720708100761,1040,14.00961538,1.6346153846154,17,0.85705882,13,30,Daily,14.57,,,,
2018-02-25,2018-02-25,"otherEU_3T_0224_ HvsW",23842720460110761,5852,6.96514012,1.2474367737526,73,0.55835616,64,40,Daily,40.76,1,40.76,1.20215898,49
2018-02-25,2018-02-25,"DE_3T_0224_ERLADCT5% - HvsW",23842720446390761,1693,11.84878913,1.5948021264028,27,0.74296296,26,40,Daily,20.06,,,,
2018-02-25,2018-02-25,"UK_3T_0224_vinci2%_desktop - HvsW",23842720393590761,1949,11.80605439,0.4104669061057,8,2.87625,8,40,Daily,23.01,,,,
